                                                                         #dataset/params     mec  hapchat
          ashk.pacbio.child.chr1.covall.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  631852   649654
           ashk.pacbio.child.chr1.covall.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  637878   696428
            ashk.pacbio.child.chr1.covall.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  649622   803859
             ashk.pacbio.child.chr1.covall.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  656276   932713
                                    ashk.pacbio.child.chr1.covall.realigned.h15.05_00001  280500   280500
                                     ashk.pacbio.child.chr1.covall.realigned.h15.05_0001  280530   280560
                                      ashk.pacbio.child.chr1.covall.realigned.h15.05_001  280530   281310
                                       ashk.pacbio.child.chr1.covall.realigned.h15.05_01  280530   284790
                                        ashk.pacbio.child.chr1.covall.realigned.h15.05_1  280590   311880
                                    ashk.pacbio.child.chr1.covall.realigned.h20.05_00001  376020   376020
                                     ashk.pacbio.child.chr1.covall.realigned.h20.05_0001  376020   376080
                                      ashk.pacbio.child.chr1.covall.realigned.h20.05_001  376020   376980
                                       ashk.pacbio.child.chr1.covall.realigned.h20.05_01  376020   382320
                                        ashk.pacbio.child.chr1.covall.realigned.h20.05_1  376110   427320
                        ashk.pacbio.child.chr1.covall.realigned.hN.downs_s1_m15.05_00001  345330   345330
                         ashk.pacbio.child.chr1.covall.realigned.hN.downs_s1_m15.05_0001  345330   345390
                          ashk.pacbio.child.chr1.covall.realigned.hN.downs_s1_m15.05_001  345330   345900
                           ashk.pacbio.child.chr1.covall.realigned.hN.downs_s1_m15.05_01  345330   349440
                            ashk.pacbio.child.chr1.covall.realigned.hN.downs_s1_m15.05_1  345750   381780
                        ashk.pacbio.child.chr1.covall.realigned.hN.downs_s1_m20.05_00001  455550   455610
                         ashk.pacbio.child.chr1.covall.realigned.hN.downs_s1_m20.05_0001  455550   455730
                          ashk.pacbio.child.chr1.covall.realigned.hN.downs_s1_m20.05_001  455550   456360
                           ashk.pacbio.child.chr1.covall.realigned.hN.downs_s1_m20.05_01  455550   461040
                            ashk.pacbio.child.chr1.covall.realigned.hN.downs_s1_m20.05_1  455820   507030
   ashk.pacbio.child.chr1.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001  371100   371100
    ashk.pacbio.child.chr1.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001  371100   371160
     ashk.pacbio.child.chr1.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001  371100   371610
      ashk.pacbio.child.chr1.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01  371850   376440
       ashk.pacbio.child.chr1.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1  371790   428280
   ashk.pacbio.child.chr1.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001  474090   474120
    ashk.pacbio.child.chr1.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  474090   474150
     ashk.pacbio.child.chr1.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  474090   474900
      ashk.pacbio.child.chr1.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  474900   481170
       ashk.pacbio.child.chr1.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  474780   536610
                                          ashk.pacbio.child.chr21.cov10.raw.h15.05_00001   56129    56144
                                           ashk.pacbio.child.chr21.cov10.raw.h15.05_0001   56166    56906
                                            ashk.pacbio.child.chr21.cov10.raw.h15.05_001   56209    60826
                                             ashk.pacbio.child.chr21.cov10.raw.h15.05_01   57936    73838
                                              ashk.pacbio.child.chr21.cov10.raw.h15.05_1   59097    88606
                                          ashk.pacbio.child.chr21.cov10.raw.h20.05_00001   60973    61209
                                           ashk.pacbio.child.chr21.cov10.raw.h20.05_0001   61035    62355
                                            ashk.pacbio.child.chr21.cov10.raw.h20.05_001   61173    67147
                                             ashk.pacbio.child.chr21.cov10.raw.h20.05_01   62967    79449
                                              ashk.pacbio.child.chr21.cov10.raw.h20.05_1   63317    94281
                              ashk.pacbio.child.chr21.cov10.raw.hN.downs_s1_m15.05_00001   56334    56364
                               ashk.pacbio.child.chr21.cov10.raw.hN.downs_s1_m15.05_0001   56405    56831
                                ashk.pacbio.child.chr21.cov10.raw.hN.downs_s1_m15.05_001   56483    60422
                                 ashk.pacbio.child.chr21.cov10.raw.hN.downs_s1_m15.05_01   58306    73207
                                  ashk.pacbio.child.chr21.cov10.raw.hN.downs_s1_m15.05_1   58743    87222
                              ashk.pacbio.child.chr21.cov10.raw.hN.downs_s1_m20.05_00001   60993    61214
                               ashk.pacbio.child.chr21.cov10.raw.hN.downs_s1_m20.05_0001   61058    62228
                                ashk.pacbio.child.chr21.cov10.raw.hN.downs_s1_m20.05_001   61133    66679
                                 ashk.pacbio.child.chr21.cov10.raw.hN.downs_s1_m20.05_01   62928    78887
                                  ashk.pacbio.child.chr21.cov10.raw.hN.downs_s1_m20.05_1   63444    94361
         ashk.pacbio.child.chr21.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   53493    53524
          ashk.pacbio.child.chr21.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   53507    53943
           ashk.pacbio.child.chr21.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   53604    56993
            ashk.pacbio.child.chr21.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   55982    71948
             ashk.pacbio.child.chr21.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   56345    85655
         ashk.pacbio.child.chr21.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   54605    54639
          ashk.pacbio.child.chr21.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   54639    55148
           ashk.pacbio.child.chr21.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   54718    58449
            ashk.pacbio.child.chr21.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01   57147    74161
             ashk.pacbio.child.chr21.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1   57193    87108
                                    ashk.pacbio.child.chr21.cov10.realigned.h15.05_00001   43530    43530
                                     ashk.pacbio.child.chr21.cov10.realigned.h15.05_0001   43530    43530
                                      ashk.pacbio.child.chr21.cov10.realigned.h15.05_001   43530    43530
                                       ashk.pacbio.child.chr21.cov10.realigned.h15.05_01   43530    44010
                                        ashk.pacbio.child.chr21.cov10.realigned.h15.05_1   43830    56880
                                    ashk.pacbio.child.chr21.cov10.realigned.h20.05_00001   46020    46020
                                     ashk.pacbio.child.chr21.cov10.realigned.h20.05_0001   46020    46020
                                      ashk.pacbio.child.chr21.cov10.realigned.h20.05_001   46020    46020
                                       ashk.pacbio.child.chr21.cov10.realigned.h20.05_01   46020    46560
                                        ashk.pacbio.child.chr21.cov10.realigned.h20.05_1   46050    58080
                        ashk.pacbio.child.chr21.cov10.realigned.hN.downs_s1_m15.05_00001   43680    43680
                         ashk.pacbio.child.chr21.cov10.realigned.hN.downs_s1_m15.05_0001   43680    43680
                          ashk.pacbio.child.chr21.cov10.realigned.hN.downs_s1_m15.05_001   43680    43680
                           ashk.pacbio.child.chr21.cov10.realigned.hN.downs_s1_m15.05_01   43680    44220
                            ashk.pacbio.child.chr21.cov10.realigned.hN.downs_s1_m15.05_1   43740    56940
                        ashk.pacbio.child.chr21.cov10.realigned.hN.downs_s1_m20.05_00001   46080    46080
                         ashk.pacbio.child.chr21.cov10.realigned.hN.downs_s1_m20.05_0001   46080    46080
                          ashk.pacbio.child.chr21.cov10.realigned.hN.downs_s1_m20.05_001   46080    46080
                           ashk.pacbio.child.chr21.cov10.realigned.hN.downs_s1_m20.05_01   46080    46620
                            ashk.pacbio.child.chr21.cov10.realigned.hN.downs_s1_m20.05_1   46110    58710
   ashk.pacbio.child.chr21.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   35820    35820
    ashk.pacbio.child.chr21.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   35820    35820
     ashk.pacbio.child.chr21.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   35820    35820
      ashk.pacbio.child.chr21.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   35820    36420
       ashk.pacbio.child.chr21.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   36000    52140
   ashk.pacbio.child.chr21.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   36270    36270
    ashk.pacbio.child.chr21.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   36270    36270
     ashk.pacbio.child.chr21.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   36270    36270
      ashk.pacbio.child.chr21.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01   36270    36870
       ashk.pacbio.child.chr21.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1   36450    51870
                                          ashk.pacbio.child.chr21.cov15.raw.h15.05_00001   61560    61685
                                           ashk.pacbio.child.chr21.cov15.raw.h15.05_0001   61569    62641
                                            ashk.pacbio.child.chr21.cov15.raw.h15.05_001   61679    66554
                                             ashk.pacbio.child.chr21.cov15.raw.h15.05_01   62191    78463
                                              ashk.pacbio.child.chr21.cov15.raw.h15.05_1   62419    94201
                                          ashk.pacbio.child.chr21.cov15.raw.h20.05_00001   78972    79776
                                           ashk.pacbio.child.chr21.cov15.raw.h20.05_0001   78952    80879
                                            ashk.pacbio.child.chr21.cov15.raw.h20.05_001   78998    85966
                                             ashk.pacbio.child.chr21.cov15.raw.h20.05_01   79014   101861
                                              ashk.pacbio.child.chr21.cov15.raw.h20.05_1   80041   124608
                              ashk.pacbio.child.chr21.cov15.raw.hN.downs_s1_m15.05_00001   65434    65518
                               ashk.pacbio.child.chr21.cov15.raw.hN.downs_s1_m15.05_0001   65495    66222
                                ashk.pacbio.child.chr21.cov15.raw.hN.downs_s1_m15.05_001   65557    69632
                                 ashk.pacbio.child.chr21.cov15.raw.hN.downs_s1_m15.05_01   65941    80424
                                  ashk.pacbio.child.chr21.cov15.raw.hN.downs_s1_m15.05_1   66436    97191
                              ashk.pacbio.child.chr21.cov15.raw.hN.downs_s1_m20.05_00001   80319    81050
                               ashk.pacbio.child.chr21.cov15.raw.hN.downs_s1_m20.05_0001   80353    82653
                                ashk.pacbio.child.chr21.cov15.raw.hN.downs_s1_m20.05_001   80438    88349
                                 ashk.pacbio.child.chr21.cov15.raw.hN.downs_s1_m20.05_01   81520   102517
                                  ashk.pacbio.child.chr21.cov15.raw.hN.downs_s1_m20.05_1   81458   124336
         ashk.pacbio.child.chr21.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   68073    68158
          ashk.pacbio.child.chr21.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   68207    69594
           ashk.pacbio.child.chr21.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   68235    73748
            ashk.pacbio.child.chr21.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   70328    90780
             ashk.pacbio.child.chr21.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   71441   105824
         ashk.pacbio.child.chr21.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   76116    76808
          ashk.pacbio.child.chr21.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   76151    78396
           ashk.pacbio.child.chr21.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   76508    84942
            ashk.pacbio.child.chr21.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01   77859   104402
             ashk.pacbio.child.chr21.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1   79956   117207
                                    ashk.pacbio.child.chr21.cov15.realigned.h15.05_00001   50340    50340
                                     ashk.pacbio.child.chr21.cov15.realigned.h15.05_0001   50340    50340
                                      ashk.pacbio.child.chr21.cov15.realigned.h15.05_001   50340    50400
                                       ashk.pacbio.child.chr21.cov15.realigned.h15.05_01   50340    50940
                                        ashk.pacbio.child.chr21.cov15.realigned.h15.05_1   50340    59280
                                    ashk.pacbio.child.chr21.cov15.realigned.h20.05_00001   62730    62760
                                     ashk.pacbio.child.chr21.cov15.realigned.h20.05_0001   62730    62820
                                      ashk.pacbio.child.chr21.cov15.realigned.h20.05_001   62730    63000
                                       ashk.pacbio.child.chr21.cov15.realigned.h20.05_01   62910    63450
                                        ashk.pacbio.child.chr21.cov15.realigned.h20.05_1   63090    72660
                        ashk.pacbio.child.chr21.cov15.realigned.hN.downs_s1_m15.05_00001   54810    54810
                         ashk.pacbio.child.chr21.cov15.realigned.hN.downs_s1_m15.05_0001   54810    54840
                          ashk.pacbio.child.chr21.cov15.realigned.hN.downs_s1_m15.05_001   54870    54930
                           ashk.pacbio.child.chr21.cov15.realigned.hN.downs_s1_m15.05_01   54870    55770
                            ashk.pacbio.child.chr21.cov15.realigned.hN.downs_s1_m15.05_1   54870    66630
                        ashk.pacbio.child.chr21.cov15.realigned.hN.downs_s1_m20.05_00001   65400    65430
                         ashk.pacbio.child.chr21.cov15.realigned.hN.downs_s1_m20.05_0001   65400    65430
                          ashk.pacbio.child.chr21.cov15.realigned.hN.downs_s1_m20.05_001   65400    65490
                           ashk.pacbio.child.chr21.cov15.realigned.hN.downs_s1_m20.05_01   65550    66240
                            ashk.pacbio.child.chr21.cov15.realigned.hN.downs_s1_m20.05_1   65580    76290
   ashk.pacbio.child.chr21.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   48060    48060
    ashk.pacbio.child.chr21.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   48060    48060
     ashk.pacbio.child.chr21.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   48060    48090
      ashk.pacbio.child.chr21.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   48120    48300
       ashk.pacbio.child.chr21.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   48750    59610
   ashk.pacbio.child.chr21.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   52170    52170
    ashk.pacbio.child.chr21.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   52170    52170
     ashk.pacbio.child.chr21.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   52170    52200
      ashk.pacbio.child.chr21.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01   52230    52410
       ashk.pacbio.child.chr21.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1   53040    65400
                                          ashk.pacbio.child.chr21.cov20.raw.h15.05_00001   61530    61620
                                           ashk.pacbio.child.chr21.cov20.raw.h15.05_0001   61520    62797
                                            ashk.pacbio.child.chr21.cov20.raw.h15.05_001   61541    67171
                                             ashk.pacbio.child.chr21.cov20.raw.h15.05_01   61925    78995
                                              ashk.pacbio.child.chr21.cov20.raw.h15.05_1   62091    93761
                                          ashk.pacbio.child.chr21.cov20.raw.h20.05_00001   84958    85808
                                           ashk.pacbio.child.chr21.cov20.raw.h20.05_0001   84958    87411
                                            ashk.pacbio.child.chr21.cov20.raw.h20.05_001   84968    92258
                                             ashk.pacbio.child.chr21.cov20.raw.h20.05_01   85211   108842
                                              ashk.pacbio.child.chr21.cov20.raw.h20.05_1   85297   129698
                              ashk.pacbio.child.chr21.cov20.raw.hN.downs_s1_m15.05_00001   69797    70022
                               ashk.pacbio.child.chr21.cov20.raw.hN.downs_s1_m15.05_0001   69831    71016
                                ashk.pacbio.child.chr21.cov20.raw.hN.downs_s1_m15.05_001   69956    75077
                                 ashk.pacbio.child.chr21.cov20.raw.hN.downs_s1_m15.05_01   72109    90331
                                  ashk.pacbio.child.chr21.cov20.raw.hN.downs_s1_m15.05_1   70959   105310
                              ashk.pacbio.child.chr21.cov20.raw.hN.downs_s1_m20.05_00001   91002    92057
                               ashk.pacbio.child.chr21.cov20.raw.hN.downs_s1_m20.05_0001   91015    93739
                                ashk.pacbio.child.chr21.cov20.raw.hN.downs_s1_m20.05_001   91199   101060
                                 ashk.pacbio.child.chr21.cov20.raw.hN.downs_s1_m20.05_01   91497   119138
                                  ashk.pacbio.child.chr21.cov20.raw.hN.downs_s1_m20.05_1   91509   137189
         ashk.pacbio.child.chr21.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   75873    75924
          ashk.pacbio.child.chr21.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   75952    76945
           ashk.pacbio.child.chr21.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   76407    81603
            ashk.pacbio.child.chr21.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   78713   101730
             ashk.pacbio.child.chr21.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   79377   119883
         ashk.pacbio.child.chr21.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   92095    92951
          ashk.pacbio.child.chr21.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   92169    95051
           ashk.pacbio.child.chr21.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   92209   102841
            ashk.pacbio.child.chr21.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01   93841   123868
             ashk.pacbio.child.chr21.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1   94775   146443
                                    ashk.pacbio.child.chr21.cov20.realigned.h15.05_00001   53070    53070
                                     ashk.pacbio.child.chr21.cov20.realigned.h15.05_0001   53070    53070
                                      ashk.pacbio.child.chr21.cov20.realigned.h15.05_001   53070    53070
                                       ashk.pacbio.child.chr21.cov20.realigned.h15.05_01   53070    53070
                                        ashk.pacbio.child.chr21.cov20.realigned.h15.05_1   53070    60330
                                    ashk.pacbio.child.chr21.cov20.realigned.h20.05_00001   70410    70410
                                     ashk.pacbio.child.chr21.cov20.realigned.h20.05_0001   70410    70410
                                      ashk.pacbio.child.chr21.cov20.realigned.h20.05_001   70410    70620
                                       ashk.pacbio.child.chr21.cov20.realigned.h20.05_01   70410    71460
                                        ashk.pacbio.child.chr21.cov20.realigned.h20.05_1   70410    80250
                        ashk.pacbio.child.chr21.cov20.realigned.hN.downs_s1_m15.05_00001   59580    59580
                         ashk.pacbio.child.chr21.cov20.realigned.hN.downs_s1_m15.05_0001   59580    59580
                          ashk.pacbio.child.chr21.cov20.realigned.hN.downs_s1_m15.05_001   59580    59580
                           ashk.pacbio.child.chr21.cov20.realigned.hN.downs_s1_m15.05_01   59580    60960
                            ashk.pacbio.child.chr21.cov20.realigned.hN.downs_s1_m15.05_1   59580    70320
                        ashk.pacbio.child.chr21.cov20.realigned.hN.downs_s1_m20.05_00001   76110    76110
                         ashk.pacbio.child.chr21.cov20.realigned.hN.downs_s1_m20.05_0001   76110    76110
                          ashk.pacbio.child.chr21.cov20.realigned.hN.downs_s1_m20.05_001   76110    76200
                           ashk.pacbio.child.chr21.cov20.realigned.hN.downs_s1_m20.05_01   76110    78210
                            ashk.pacbio.child.chr21.cov20.realigned.hN.downs_s1_m20.05_1   76110    89340
   ashk.pacbio.child.chr21.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   54270    54270
    ashk.pacbio.child.chr21.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   54270    54270
     ashk.pacbio.child.chr21.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   54270    54270
      ashk.pacbio.child.chr21.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   54270    54930
       ashk.pacbio.child.chr21.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   54270    67740
   ashk.pacbio.child.chr21.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   63630    63630
    ashk.pacbio.child.chr21.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   63630    63720
     ashk.pacbio.child.chr21.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   63630    63960
      ashk.pacbio.child.chr21.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01   63630    68070
       ashk.pacbio.child.chr21.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1   63630    79710
                                          ashk.pacbio.child.chr21.cov25.raw.h15.05_00001   61223    61274
                                           ashk.pacbio.child.chr21.cov25.raw.h15.05_0001   61274    62117
                                            ashk.pacbio.child.chr21.cov25.raw.h15.05_001   61287    65893
                                             ashk.pacbio.child.chr21.cov25.raw.h15.05_01   61288    77060
                                              ashk.pacbio.child.chr21.cov25.raw.h15.05_1   61543    95326
                                          ashk.pacbio.child.chr21.cov25.raw.h20.05_00001   84662    85519
                                           ashk.pacbio.child.chr21.cov25.raw.h20.05_0001   84662    86918
                                            ashk.pacbio.child.chr21.cov25.raw.h20.05_001   84757    92286
                                             ashk.pacbio.child.chr21.cov25.raw.h20.05_01   84694   106345
                                              ashk.pacbio.child.chr21.cov25.raw.h20.05_1   84800   130002
                              ashk.pacbio.child.chr21.cov25.raw.hN.downs_s1_m15.05_00001   71418    71610
                               ashk.pacbio.child.chr21.cov25.raw.hN.downs_s1_m15.05_0001   71453    72630
                                ashk.pacbio.child.chr21.cov25.raw.hN.downs_s1_m15.05_001   71647    77073
                                 ashk.pacbio.child.chr21.cov25.raw.hN.downs_s1_m15.05_01   71883    93212
                                  ashk.pacbio.child.chr21.cov25.raw.hN.downs_s1_m15.05_1   72512   104362
                              ashk.pacbio.child.chr21.cov25.raw.hN.downs_s1_m20.05_00001   92882    93936
                               ashk.pacbio.child.chr21.cov25.raw.hN.downs_s1_m20.05_0001   92955    96401
                                ashk.pacbio.child.chr21.cov25.raw.hN.downs_s1_m20.05_001   92987   102919
                                 ashk.pacbio.child.chr21.cov25.raw.hN.downs_s1_m20.05_01   93402   117544
                                  ashk.pacbio.child.chr21.cov25.raw.hN.downs_s1_m20.05_1   93549   138162
         ashk.pacbio.child.chr21.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   78632    78854
          ashk.pacbio.child.chr21.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   78750    79867
           ashk.pacbio.child.chr21.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   79670    85381
            ashk.pacbio.child.chr21.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   80575   103654
             ashk.pacbio.child.chr21.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   84577   128459
         ashk.pacbio.child.chr21.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   98332    99555
          ashk.pacbio.child.chr21.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   98320   101797
           ashk.pacbio.child.chr21.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   98823   109472
            ashk.pacbio.child.chr21.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  100035   130785
             ashk.pacbio.child.chr21.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  101465   154458
                                    ashk.pacbio.child.chr21.cov25.realigned.h15.05_00001   52410    52410
                                     ashk.pacbio.child.chr21.cov25.realigned.h15.05_0001   52410    52410
                                      ashk.pacbio.child.chr21.cov25.realigned.h15.05_001   52410    52410
                                       ashk.pacbio.child.chr21.cov25.realigned.h15.05_01   52410    52500
                                        ashk.pacbio.child.chr21.cov25.realigned.h15.05_1   52410    64230
                                    ashk.pacbio.child.chr21.cov25.realigned.h20.05_00001   72630    72630
                                     ashk.pacbio.child.chr21.cov25.realigned.h20.05_0001   72630    72630
                                      ashk.pacbio.child.chr21.cov25.realigned.h20.05_001   72630    72630
                                       ashk.pacbio.child.chr21.cov25.realigned.h20.05_01   72630    72810
                                        ashk.pacbio.child.chr21.cov25.realigned.h20.05_1   72630    82950
                        ashk.pacbio.child.chr21.cov25.realigned.hN.downs_s1_m15.05_00001   59790    59790
                         ashk.pacbio.child.chr21.cov25.realigned.hN.downs_s1_m15.05_0001   59790    59790
                          ashk.pacbio.child.chr21.cov25.realigned.hN.downs_s1_m15.05_001   59790    59790
                           ashk.pacbio.child.chr21.cov25.realigned.hN.downs_s1_m15.05_01   59790    59850
                            ashk.pacbio.child.chr21.cov25.realigned.hN.downs_s1_m15.05_1   59790    68070
                        ashk.pacbio.child.chr21.cov25.realigned.hN.downs_s1_m20.05_00001   77460    77460
                         ashk.pacbio.child.chr21.cov25.realigned.hN.downs_s1_m20.05_0001   77460    77460
                          ashk.pacbio.child.chr21.cov25.realigned.hN.downs_s1_m20.05_001   77460    77460
                           ashk.pacbio.child.chr21.cov25.realigned.hN.downs_s1_m20.05_01   77460    78090
                            ashk.pacbio.child.chr21.cov25.realigned.hN.downs_s1_m20.05_1   77460    84660
   ashk.pacbio.child.chr21.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   57060    57060
    ashk.pacbio.child.chr21.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   57060    57060
     ashk.pacbio.child.chr21.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   57060    57060
      ashk.pacbio.child.chr21.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   57060    57330
       ashk.pacbio.child.chr21.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   57210    71550
   ashk.pacbio.child.chr21.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   68880    68880
    ashk.pacbio.child.chr21.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   68880    68880
     ashk.pacbio.child.chr21.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   68880    68880
      ashk.pacbio.child.chr21.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01   68880    69510
       ashk.pacbio.child.chr21.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1   70170    81240
                                          ashk.pacbio.child.chr21.cov30.raw.h15.05_00001   60149    60213
                                           ashk.pacbio.child.chr21.cov30.raw.h15.05_0001   60159    61089
                                            ashk.pacbio.child.chr21.cov30.raw.h15.05_001   60173    64723
                                             ashk.pacbio.child.chr21.cov30.raw.h15.05_01   60236    75996
                                              ashk.pacbio.child.chr21.cov30.raw.h15.05_1   60274    91302
                                          ashk.pacbio.child.chr21.cov30.raw.h20.05_00001   82121    82958
                                           ashk.pacbio.child.chr21.cov30.raw.h20.05_0001   82136    84934
                                            ashk.pacbio.child.chr21.cov30.raw.h20.05_001   82187    90184
                                             ashk.pacbio.child.chr21.cov30.raw.h20.05_01   82424   103262
                                              ashk.pacbio.child.chr21.cov30.raw.h20.05_1   82351   127503
                              ashk.pacbio.child.chr21.cov30.raw.hN.downs_s1_m15.05_00001   71822    71986
                               ashk.pacbio.child.chr21.cov30.raw.hN.downs_s1_m15.05_0001   71845    72806
                                ashk.pacbio.child.chr21.cov30.raw.hN.downs_s1_m15.05_001   72785    78306
