Tool,Data,Technology,Individual,Chr,MeanCov,RawRealigned,WhDowns,WhDownsTimeSec,Merge,MergeE,MergeM,MergeT,MergeN,MergeTimeSec,MergeMaxMemMB,RndDowns,RndDownsSeed,RndDownsMaxCov,RndDownsTimeSec,RndDownsMaxMemMB,FurtherMerging,Epsilon,Alpha,BalThr,BalRatio,SwErrRatePerc,HamDistPerc,MecScore,PhasTimeSec,PhasMaxMemMB,CleanFinish,FeasibleSoln
HapChat,ashk,pacbio,child,chr1,30,realigned,25,75.8,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.24449,1.27751,470550,88.2,58.015625,yes,yes
HapChat,ashk,pacbio,child,chr1,15,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,30.48,776.28515625,yes,1,15,7.41,93.6796875,no,0.05,0.1,N,0,0.30342,1.63151,235470,3.37,2.6875,yes,yes
HapChat,sim,pacbio,child,chr1,45,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,23.29,204.671875,no,0.05,0.01,N,0,0.01958,0.15999,346980,23.88,7.38671875,yes,yes
HapChat,sim,pacbio,child,chr1,40,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,90.66,2314.5703125,yes,1,25,13.7,156.484375,no,0.05,0.1,N,0,0.02607,0.11788,496890,57.5,48.38671875,yes,yes
HapChat,ashk,pacbio,child,chr21,35,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,16.91,453.69140625,yes,1,15,2.37,30.1171875,no,0.05,0.1,N,0,0.41938,1.42292,52470,1.05,2.359375,yes,yes
HapChat,sim,pacbio,child,chr21,20,realigned,30,6.7,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.02330,0.58750,106620,903.04,555.6953125,yes,yes
HapChat,ashk,pacbio,child,chr1,25,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,52.71,1370.38671875,yes,1,15,12.83,113.1328125,no,0.05,0.1,N,0,0.26247,1.58620,291270,5.61,2.99609375,yes,yes
HapChat,sim,pacbio,child,chr21,50,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,6.82,51.11328125,no,0.05,0.1,N,0,0.04652,0.15801,62340,1.25,2.625,yes,yes
HapChat,ashk,pacbio,child,chr1,40,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,88.02,2291.25,yes,1,15,17.51,157.53515625,no,0.05,0.1,N,0,0.25071,1.75509,306990,5.21,2.9296875,yes,yes
HapChat,ashk,pacbio,child,chr21,15,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,1.81,25.375,no,0.05,0.001,N,0,0.39761,1.20986,71220,379.51,263.53515625,yes,yes
HapChat,sim,pacbio,child,chr1,60,realigned,15,82.5,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.02384,0.15776,357690,5.47,3.79296875,yes,yes
HapChat,sim,pacbio,child,chr1,30,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,68.68,1667.33984375,yes,1,20,14.25,121.95703125,no,0.05,0.01,N,0,0.02612,0.32435,395190,111.72,15.99609375,yes,yes
HapChat,sim,pacbio,child,chr1,30,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,68.68,1667.33984375,yes,1,20,14.25,121.95703125,no,0.05,0.1,N,0,0.03483,0.36859,395430,10.82,4.47265625,yes,yes
HapChat,sim,pacbio,child,chr1,45,realigned,30,114.4,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.01954,0.33462,686700,799.96,2585.4765625,yes,yes
HapChat,ashk,pacbio,child,chr1,20,realigned,25,48.7,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.26296,1.54070,399780,593.38,81.78125,yes,yes
HapChat,ashk,pacbio,child,chr1,40,realigned,15,61.7,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.24832,1.46210,281160,61.69,9.23828125,yes,yes
HapChat,sim,pacbio,child,chr21,40,realigned,15,9.6,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.03484,0.10158,61650,12.21,8.7734375,yes,yes
HapChat,sim,pacbio,child,chr1,20,realigned,15,36.1,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.05243,0.48713,330330,58.29,9.67578125,yes,yes
HapChat,ashk,pacbio,child,chr1,40,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,22.12,190.76953125,no,0.05,0.1,N,0,0.23130,1.27908,281220,6.93,3.16015625,yes,yes
HapChat,sim,pacbio,child,chr1,15,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,29.42,776.921875,yes,1,25,8.29,93.4140625,no,0.05,0.01,N,0,0.07014,0.62272,270090,25.59,15.85546875,yes,yes
HapChat,ashk,pacbio,child,chr1,20,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,40.81,1023.24609375,yes,1,20,8.08,103.64453125,no,0.05,0.1,N,0,0.26516,1.54073,308970,7.43,3.8828125,yes,yes
HapChat,sim,pacbio,child,chr1,45,realigned,25,117.6,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.01954,0.33462,577980,5161.0,701.375,yes,yes
HapChat,ashk,pacbio,child,chr1,50,realigned,15,71.9,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.23482,1.38114,278580,61.8,9.359375,yes,yes
HapChat,ashk,pacbio,child,chr1,50,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,29.92,254.484375,no,0.05,0.1,N,0,0.23495,1.32870,576600,1250.01,6847.125,yes,yes
HapChat,ashk,pacbio,child,chr21,20,realigned,25,6.0,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.38538,1.18684,83640,772.03,350.4453125,yes,yes
HapChat,ashk,pacbio,child,chr1,40,realigned,20,80.8,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.24832,1.63275,379800,16.83,12.015625,yes,yes
HapChat,sim,pacbio,child,chr21,35,realigned,15,8.5,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.02325,0.09031,62760,12.07,8.515625,yes,yes
HapChat,ashk,pacbio,child,chr1,60,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,155.29,3967.71875,yes,1,20,22.54,190.90625,no,0.05,0.1,N,0,0.25858,1.66712,443340,12.34,5.0234375,yes,yes
HapChat,ashk,pacbio,child,chr1,40,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,20.32,191.390625,no,0.05,0.01,N,0,0.23540,1.34423,481230,1394.49,163.15625,yes,yes
HapChat,ashk,pacbio,child,chr1,15,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,30.48,776.28515625,yes,1,15,7.41,93.6796875,no,0.05,0.001,N,0,0.27924,1.45194,234810,27.17,7.05859375,yes,yes
HapChat,sim,pacbio,child,chr1,35,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,77.28999999999999,1984.39453125,yes,1,30,13.51,148.83984375,no,0.05,0.01,N,0,0.02826,0.26948,503310,2076.26,391.17578125,yes,yes
HapChat,sim,pacbio,child,chr1,30,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,68.68,1667.33984375,yes,1,25,12.01,121.7421875,no,0.05,0.1,N,0,0.04135,0.37278,439230,40.34,82.828125,yes,yes
HapChat,sim,pacbio,child,chr1,55,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,156.17000000000002,3591.31640625,yes,1,15,19.15,181.6171875,no,0.05,0.1,N,0,0.03040,0.29248,303780,5.27,3.51171875,yes,yes
HapChat,sim,pacbio,child,chr21,45,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,6.42,48.26171875,no,0.05,0.01,N,0,0.05815,0.16930,63150,5.52,5.00390625,yes,yes
HapChat,sim,pacbio,child,chr1,30,realigned,30,80.3,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.03264,0.35593,630720,650.65,826.80078125,yes,yes
HapChat,ashk,pacbio,child,chr21,35,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,16.91,453.69140625,yes,1,25,2.65,30.1796875,no,0.05,0.001,N,0,0.43063,1.43389,85830,549.99,228.44921875,yes,yes
HapChat,sim,pacbio,child,chr21,20,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,3.58,28.890625,no,0.05,0.01,N,0,0.02330,0.58750,97890,231.48,125.0390625,yes,yes
HapChat,ashk,pacbio,child,chr1,45,realigned,20,89.0,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.24373,1.47211,376440,193.95,22.57421875,yes,yes
HapChat,sim,pacbio,child,chr21,40,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,4.99,45.03515625,no,0.05,0.1,N,0,0.04652,0.22573,62820,1.76,2.85546875,yes,yes
HapChat,sim,pacbio,child,chr21,50,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,6.84,51.53515625,no,0.05,0.01,N,0,0.05803,0.16924,126750,2176.35,1305.83984375,yes,yes
HapChat,ashk,pacbio,child,chr1,20,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,40.81,1023.24609375,yes,1,30,8.04,103.5390625,no,0.05,0.01,N,0,0.25419,1.53648,317490,146.89,54.828125,yes,yes
HapChat,ashk,pacbio,child,chr1,30,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,17.01,162.015625,no,0.05,0.1,N,0,0.25797,1.52873,285990,6.52,3.12109375,yes,yes
HapChat,ashk,pacbio,child,chr1,45,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,105.53999999999999,2635.8203125,yes,1,30,15.57,166.125,no,0.05,0.01,N,0,0.24596,1.39845,574830,3767.0,516.890625,yes,yes
HapChat,sim,pacbio,child,chr1,20,realigned,20,43.7,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.05461,0.47448,412290,15.44,14.3203125,yes,yes
HapChat,ashk,pacbio,child,chr21,40,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,21.73,522.67578125,yes,1,30,3.09,31.7265625,no,0.05,0.01,N,0,0.41865,1.58031,101460,741.4,337.95703125,yes,yes
HapChat,ashk,pacbio,child,chr1,45,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,105.53999999999999,2635.8203125,yes,1,15,17.76,165.98828125,no,0.05,0.01,N,0,0.24184,1.30601,302340,18.56,4.42578125,yes,yes
HapChat,ashk,pacbio,child,chr1,15,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,9.39,101.546875,no,0.05,0.1,N,0,0.28799,1.68220,318810,32.89,14.48046875,yes,yes
HapChat,ashk,pacbio,child,chr1,60,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,36.02,283.65625,no,0.05,0.1,N,0,0.24339,1.43353,574260,727.94,170.67578125,yes,yes
HapChat,sim,pacbio,child,chr21,35,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,17.48,494.140625,yes,1,30,2.73,30.46484375,no,0.05,0.1,N,0,0.03487,0.66606,96570,46.81,187.05078125,yes,yes
HapChat,ashk,pacbio,child,chr1,55,realigned,20,98.1,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.24338,1.51981,376530,190.95,22.65625,yes,yes
HapChat,sim,pacbio,child,chr21,50,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,6.53,51.3515625,no,0.05,0.01,N,0,0.06970,0.18055,86010,43.02,27.01953125,yes,yes
HapChat,sim,pacbio,child,chr1,55,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,32.63,268.66796875,no,0.05,0.001,N,0,0.02172,0.22935,464790,895.21,143.26953125,yes,yes
HapChat,ashk,pacbio,child,chr1,45,realigned,30,119.6,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.24591,1.45108,575790,611.51,231.23828125,yes,yes
HapChat,sim,pacbio,child,chr1,25,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,17.11,147.99609375,no,0.05,0.01,N,0,0.03706,0.35411,521280,1129.32,127.19921875,yes,yes
HapChat,ashk,pacbio,child,chr21,35,realigned,25,11.7,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.43058,1.43389,86850,19.32,16.35546875,yes,yes
HapChat,sim,pacbio,child,chr21,25,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,11.99,329.35546875,yes,1,25,2.76,27.328125,no,0.05,0.01,N,0,0.03492,0.59867,77670,75.87,77.24609375,yes,yes
HapChat,ashk,pacbio,child,chr1,55,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,34.02,269.1953125,no,0.05,0.1,N,0,0.24136,1.56431,576300,1015.17,3573.203125,yes,yes
HapChat,sim,pacbio,child,chr21,45,realigned,25,17.6,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.05802,0.16928,106530,1062.86,521.8828125,yes,yes
HapChat,sim,pacbio,child,chr21,45,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,5.89,48.26953125,no,0.05,0.1,N,0,0.05811,0.16930,84060,3.69,5.5703125,yes,yes
HapChat,ashk,pacbio,child,chr1,60,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,38.16,283.80078125,no,0.05,0.01,N,0,0.23730,1.32017,278160,23.98,7.38671875,yes,yes
HapChat,ashk,pacbio,child,chr21,15,realigned,25,4.2,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.39761,1.51515,71490,7.27,7.6953125,yes,yes
HapChat,sim,pacbio,child,chr21,25,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,11.99,329.35546875,yes,1,20,2.47,27.32421875,no,0.05,0.01,N,0,0.03493,0.59867,68880,21.09,14.0859375,yes,yes
HapChat,ashk,pacbio,child,chr21,15,realigned,20,3.8,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.39761,1.20986,64200,86.69,41.34765625,yes,yes
HapChat,ashk,pacbio,child,chr1,45,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,105.53999999999999,2635.8203125,yes,1,25,18.39,166.578125,no,0.05,0.01,N,0,0.24380,1.39427,518100,709.28,89.34765625,yes,yes
HapChat,sim,pacbio,child,chr21,35,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,5.76,42.34375,no,0.05,0.1,N,0,0.03488,0.66606,123720,153.39,121.69140625,yes,yes
HapChat,sim,pacbio,child,chr1,50,realigned,15,71.5,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.01953,0.27143,354660,20.34,6.62890625,yes,yes
HapChat,ashk,pacbio,child,chr21,30,realigned,20,9.0,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.39604,1.19706,69690,3.1,4.04296875,yes,yes
HapChat,sim,pacbio,child,chr1,25,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,16.13,148.140625,no,0.05,0.001,N,0,0.03055,0.33730,338370,68.73,10.37890625,yes,yes
HapChat,sim,pacbio,child,chr1,60,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,152.56,4009.12109375,yes,1,20,24.38,188.765625,no,0.05,0.1,N,0,0.01952,0.09256,433620,10.85,5.23828125,yes,yes
HapChat,sim,pacbio,child,chr21,15,realigned,25,4.5,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.04670,0.04521,81600,414.36,246.46484375,yes,yes
HapChat,sim,pacbio,child,chr21,25,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,3.8,31.75390625,no,0.05,0.1,N,0,0.03493,0.59867,119880,183.98,892.8125,yes,yes
HapChat,ashk,pacbio,child,chr21,35,realigned,25,11.7,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.43058,1.43389,86850,230.2,114.41796875,yes,yes
HapChat,sim,pacbio,child,chr1,35,realigned,20,71.5,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.02826,0.26948,460800,775.23,116.6953125,yes,yes
HapChat,sim,pacbio,child,chr1,30,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,20.93,161.828125,no,0.05,0.01,N,0,0.01960,0.13061,450210,202.45,27.39453125,yes,yes
HapChat,sim,pacbio,child,chr21,15,realigned,30,4.5,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.03502,0.61038,83910,17.21,25.078125,yes,yes
HapChat,ashk,pacbio,child,chr1,25,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,14.72,147.92578125,no,0.05,0.01,N,0,0.26266,1.48312,282060,26.49,5.23046875,yes,yes
HapChat,sim,pacbio,child,chr1,50,realigned,20,91.7,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.01736,0.26933,471090,799.78,119.0,yes,yes
HapChat,ashk,pacbio,child,chr21,20,realigned,25,6.0,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.38538,1.18684,83640,13.95,13.3203125,yes,yes
HapChat,sim,pacbio,child,chr21,50,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,6.82,51.11328125,no,0.05,0.01,N,0,0.05815,0.16930,62340,5.9,4.3671875,yes,yes
HapChat,ashk,pacbio,child,chr21,25,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,11.93,307.94921875,yes,1,25,1.95,26.9375,no,0.05,0.001,N,0,0.39641,1.19747,74700,312.56,182.30078125,yes,yes
HapChat,ashk,pacbio,child,chr21,40,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,21.73,522.67578125,yes,1,25,2.87,31.77734375,no,0.05,0.1,N,0,0.43038,1.29826,91200,15.68,78.734375,yes,yes
HapChat,sim,pacbio,child,chr1,15,realigned,30,34.7,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.06795,0.52773,361050,238.82,98.48046875,yes,yes
HapChat,ashk,pacbio,child,chr1,45,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,105.53999999999999,2635.8203125,yes,1,20,15.01,166.015625,no,0.05,0.1,N,0,0.25258,1.53555,428220,12.96,7.35546875,yes,yes
HapChat,ashk,pacbio,child,chr1,45,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,105.53999999999999,2635.8203125,yes,1,20,15.01,166.015625,no,0.05,0.001,N,0,0.24822,1.37122,427920,614.2,59.41015625,yes,yes
HapChat,sim,pacbio,child,chr21,35,realigned,20,10.6,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.02325,0.09031,83640,154.87,73.4921875,yes,yes
HapChat,sim,pacbio,child,chr21,15,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,6.73,205.15234375,yes,1,30,1.65,21.44921875,no,0.05,0.01,N,0,0.04670,0.04521,56100,15.02,24.4296875,yes,yes
HapChat,ashk,pacbio,child,chr1,15,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,8.42,101.4921875,no,0.05,0.001,N,0,0.28141,1.46459,301260,293.51,43.24609375,yes,yes
HapChat,ashk,pacbio,child,chr1,15,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,8.42,101.4921875,no,0.05,0.01,N,0,0.27042,1.44560,301290,74.6,13.07421875,yes,yes
HapChat,ashk,pacbio,child,chr21,20,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,2.49,28.12109375,no,0.05,0.01,N,0,0.38538,1.18684,92130,884.6,503.66015625,yes,yes
HapChat,sim,pacbio,child,chr21,30,realigned,15,6.9,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.02326,0.58717,63360,3.92,4.4921875,yes,yes
HapChat,ashk,pacbio,child,chr21,35,realigned,20,10.1,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.43058,1.43389,67260,149.88,60.19921875,yes,yes
HapChat,ashk,pacbio,child,chr1,35,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,82.75,1966.25,yes,1,15,12.23,148.765625,no,0.05,0.001,N,0,0.25091,1.72403,303360,53.74,8.07421875,yes,yes
HapChat,ashk,pacbio,child,chr21,20,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,8.47,248.59375,yes,1,30,1.69,25.16796875,no,0.05,0.1,N,0,0.38538,1.18684,66000,4.2,7.44140625,yes,yes
HapChat,sim,pacbio,child,chr1,25,realigned,25,62.1,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.04578,0.55436,519690,86.28999999999999,107.55078125,yes,yes
HapChat,ashk,pacbio,child,chr1,50,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,29.92,254.484375,no,0.05,0.01,N,0,0.23495,1.32867,576600,11706.0,1238.578125,yes,yes
HapChat,ashk,pacbio,child,chr1,40,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,88.02,2291.25,yes,1,25,16.03,157.91015625,no,0.05,0.1,N,0,0.25488,1.74655,498300,56.22,18.01953125,yes,yes
HapChat,sim,pacbio,child,chr1,45,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,113.97999999999999,2664.8671875,yes,1,20,15.86,164.99609375,no,0.05,0.01,N,0,0.02389,0.37042,423630,151.32999999999998,23.5625,yes,yes
HapChat,sim,pacbio,child,chr1,25,realigned,20,53.1,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.03488,0.34989,439620,692.16,72.96484375,yes,yes
HapChat,ashk,pacbio,child,chr21,50,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,7.4,49.28515625,no,0.05,0.01,N,0,0.43023,1.98758,87000,288.94,136.7578125,yes,yes
HapChat,sim,pacbio,child,chr1,30,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,16.29,162.05078125,no,0.05,0.1,N,0,0.03700,0.37280,548040,106.16,38.375,yes,yes
HapChat,sim,pacbio,child,chr1,20,realigned,25,49.3,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.05024,0.32686,462270,2487.95,275.8046875,yes,yes
HapChat,sim,pacbio,child,chr1,20,realigned,25,49.3,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.05461,0.47448,462390,44.2,12.7265625,yes,yes
HapChat,sim,pacbio,child,chr1,55,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,156.17000000000002,3591.31640625,yes,1,25,19.15,181.140625,no,0.05,0.1,N,0,0.02386,0.27982,535740,66.49,24.875,yes,yes
HapChat,sim,pacbio,child,chr21,25,realigned,25,8.5,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.03492,0.59867,104190,987.07,417.4609375,yes,yes
HapChat,sim,pacbio,child,chr21,35,realigned,25,12.9,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.03487,0.66606,104130,20.06,24.46484375,yes,yes
HapChat,ashk,pacbio,child,chr1,45,realigned,15,67.1,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.24808,1.48053,281010,20.26,4.98046875,yes,yes
HapChat,ashk,pacbio,child,chr21,45,realigned,25,15.5,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.44145,2.13318,87900,22.59,47.21875,yes,yes
HapChat,ashk,pacbio,child,chr1,45,realigned,15,67.1,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.25244,1.47632,281010,61.8,9.34375,yes,yes
HapChat,ashk,pacbio,child,chr1,50,realigned,20,91.2,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.23482,1.41272,374400,193.75,22.2890625,yes,yes
HapChat,sim,pacbio,child,chr21,20,realigned,15,4.8,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.02330,0.58750,61590,3.91,3.8046875,yes,yes
HapChat,sim,pacbio,child,chr1,20,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,41.66,1029.44140625,yes,1,30,8.77,103.40625,no,0.05,0.01,N,0,0.05024,0.32686,339630,132.16,48.94921875,yes,yes
HapChat,ashk,pacbio,child,chr1,30,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,68.8,1660.8828125,yes,1,15,11.23,139.98046875,no,0.05,0.001,N,0,0.24897,1.38722,300810,52.21,8.078125,yes,yes
HapChat,ashk,pacbio,child,chr1,35,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,82.75,1966.25,yes,1,15,12.23,148.765625,no,0.05,0.1,N,0,0.25527,1.79358,304410,5.35,3.1328125,yes,yes
HapChat,sim,pacbio,child,chr1,15,realigned,20,34.0,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.06795,0.52773,347190,64.68,11.69921875,yes,yes
HapChat,sim,pacbio,child,chr21,35,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,17.48,494.140625,yes,1,20,3.14,30.484375,no,0.05,0.1,N,0,0.03489,0.66614,72240,1.97,3.37890625,yes,yes
HapChat,ashk,pacbio,child,chr1,50,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,118.6,3158.08984375,yes,1,25,17.36,174.08203125,no,0.05,0.001,N,0,0.24141,1.32438,535140,3583.08,330.71484375,yes,yes
HapChat,sim,pacbio,child,chr1,15,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,29.42,776.921875,yes,1,15,7.61,93.4140625,no,0.05,0.001,N,0,0.06577,0.43696,256830,27.81,6.30078125,yes,yes
HapChat,sim,pacbio,child,chr21,45,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,6.42,48.26171875,no,0.05,0.001,N,0,0.05815,0.16930,63150,13.95,10.109375,yes,yes
HapChat,sim,pacbio,child,chr1,20,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,41.66,1029.44140625,yes,1,25,8.94,103.31640625,no,0.05,0.1,N,0,0.06772,0.87516,339960,16.58,34.39453125,yes,yes
HapChat,sim,pacbio,child,chr1,30,realigned,20,64.9,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.02829,0.32644,451260,177.05,23.2890625,yes,yes
HapChat,ashk,pacbio,child,chr21,35,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,4.54,41.1484375,no,0.05,0.1,N,0,0.41968,1.42341,51450,1.72,2.53515625,yes,yes
